Supplier,Commodity,orders,sales,avg_risk,sales_norm,orders_norm,Procurement_Score,Risk_Level
Arabia SaudÃ­,Battery Materials,91,22816.09074092,0.5930283611938572,0.014848799479191356,0.01018580702932617,0.20997762065269407,Medium
Arabia SaudÃ­,Interior Components,204,29681.180747222,0.5663617974101862,0.01931662642061193,0.022834116856950974,0.22718091259248066,Medium
Arabia SaudÃ­,Mechanical Assemblies,9,594.9300041199999,0.4278988916971111,0.00038718273150486945,0.0010073875083948958,0.2863681864725749,Medium
Arabia SaudÃ­,Metal Components,141,47591.93085166,0.6212175296107446,0.030973011374662195,0.0157824042981867,0.2018396194666637,High
Arabia SaudÃ­,Plastic Components,110,15243.89992627,0.5499523853325,0.009920788616083318,0.012312513991493173,0.2304625467168736,Medium
Arabia SaudÃ­,Semiconductors,305,47221.67105992,0.574082517319041,0.030732044880218256,0.03413924334004925,0.2290062034725548,Medium
Argelia,Battery Materials,60,15194.57049783,0.45091723032505,0.009888684834605319,0.006715916722632639,0.27885117363238315,Medium
Argelia,Interior Components,113,16823.740422871,0.5559960984951415,0.010948954878635113,0.012648309827624804,0.22781629918154472,Medium
Argelia,Mechanical Assemblies,4,269.91000173,0.72887495368275,0.0001756584657129285,0.00044772778150884264,0.13570476625464065,High
Argelia,Metal Components,99,33612.72062736,0.5631015977202222,0.0218752876736509,0.011081262592343854,0.22722803996045296,Medium
Argelia,Plastic Components,77,10570.7699274,0.613972261966026,0.006879497665703079,0.00861875979404522,0.196801470275507,High
Argelia,Semiconductors,163,24623.79056425,0.49314965837557057,0.016025257466670172,0.018244907096485338,0.26188172947151284,Medium
Argentina,Battery Materials,197,51769.78172488,0.5172707651992969,0.03369197276795419,0.0220505932393105,0.2558823278785999,Medium
Argentina,Interior Components,427,64071.7915367,0.5299895469177541,0.04169816799924972,0.04779494067606895,0.2570736650761116,Medium
Argentina,Mechanical Assemblies,27,3241.59000579,0.4563634613659815,0.002109639225066721,0.0030221625251846875,0.2730555935895662,Medium
Argentina,Metal Components,339,118404.94202268,0.4866054747599174,0.07705839100152351,0.03794492948287441,0.2874037658170733,Medium
Argentina,Plastic Components,231,33611.54964756,0.5278600066834935,0.021874525595499923,0.025856279382135663,0.24780361021333036,Medium
Argentina,Semiconductors,710,107646.50232972999,0.5310970835815014,0.07005675713165635,0.07947168121781957,0.27136282159231007,Medium
Armenia,Interior Components,2,119.98000336,0.9593949,7.80834469688609e-05,0.00022386389075442132,0.02037074781224152,High
Armenia,Metal Components,1,199.9799957,0.958463,0.0001301477492230167,0.00011193194537721066,0.02082993071384237,High
Armenia,Plastic Components,1,99.95999908,0.95497113,6.505435129678233e-05,0.00011193194537721066,0.022556337694464475,High
Armenia,Semiconductors,1,35.97999954,0.9606699,2.3415921881511354e-05,0.00011193194537721066,0.01969446116563991,High
Australia,Battery Materials,987,232662.59669508,0.5546145408438699,0.15141771146786331,0.11047683008730692,0.29021340903588544,Medium
Australia,Interior Components,1706,275827.655324883,0.5542252909495492,0.17950969739917622,0.19095589881352137,0.31493144350768254,Medium
Australia,Mechanical Assemblies,320,72099.73197011999,0.5620147886106875,0.04692278246455576,0.03581822252070741,0.24023308493816442,Medium
Australia,Metal Components,1618,502704.10897904,0.5451261924662846,0.32716176475437414,0.18110588762032684,0.3618066107172353,Medium
Australia,Plastic Components,1134,191829.46051981,0.5360381568699935,0.12484334962568866,0.12693082605775688,0.29482009166426126,Medium
Australia,Semiconductors,2732,419498.11959116,0.5357255539759155,0.2730109873088539,0.3057980747705395,0.3752001341588064,Medium
Austria,Battery Materials,119,28761.44091903,0.5652626299376386,0.01871805620817166,0.013319901499888069,0.2256480821936098,Medium
Austria,Interior Components,298,49022.8912244,0.6157434844346477,0.03190428588083242,0.03335571972240878,0.20837068749140766,High
Austria,Mechanical Assemblies,40,11402.94011229,0.5581618882703749,0.007421077217971942,0.0044772778150884264,0.2240408345932218,Medium
Austria,Metal Components,265,95294.38166238,0.5187662184186586,0.06201794956313159,0.029661965524960823,0.26515466876460236,Medium
Austria,Plastic Components,167,32850.27980895,0.5610970268827575,0.021379088260882254,0.01869263487799418,0.22960374001248476,Medium
Austria,Semiconductors,498,78970.31173148,0.6004489039824438,0.05139418215965145,0.05574210879785091,0.22634222441624371,High
AzerbaiyÃ¡n,Battery Materials,12,3255.7301103,0.56632803248875,0.002118841659386779,0.001343183344526528,0.21774027292234635,Medium
AzerbaiyÃ¡n,Interior Components,18,2454.53003688,0.42908048140849997,0.001597417574603039,0.0020147750167897917,0.2863419395714889,Medium
AzerbaiyÃ¡n,Mechanical Assemblies,1,99.94999695,0.9619084,6.504784187216523e-05,0.00011193194537721066,0.01908770074163709,High
AzerbaiyÃ¡n,Metal Components,11,4029.7400819,0.7044228995452727,0.00262257032148271,0.0012312513991493172,0.14882157160363832,High
AzerbaiyÃ¡n,Plastic Components,9,749.69999883,0.5383690315522222,0.0004879076384549735,0.0010073875083948958,0.2311633340171044,Medium
AzerbaiyÃ¡n,Semiconductors,17,2779.8900605,0.5710807483848236,0.0018091631275173126,0.0019028430714125811,0.21538294336012592,Medium
BangladÃ©s,Battery Materials,33,7947.1302483,0.615097205453303,0.005172022886479134,0.0036937541974479517,0.19474175497878182,High
BangladÃ©s,Interior Components,118,19539.69050367,0.6400926322979575,0.012716505621802071,0.013207969554510857,0.18641022944846403,High
BangladÃ©s,Mechanical Assemblies,17,4235.66013055,0.6276638800424117,0.002756583879978309,0.0019028430714125811,0.18737560375707016,High
BangladÃ©s,Metal Components,75,23929.0703358,0.5562744461614667,0.015573130873927837,0.0083948959032908,0.22821369536210315,Medium
BangladÃ©s,Plastic Components,60,12244.13004256,0.40399077263428335,0.007968526855174364,0.006715916722632639,0.3017383550839372,Medium
BangladÃ©s,Semiconductors,163,26790.500685619998,0.6124600223236196,0.017435360734889386,0.018244907096485338,0.20264957847795406,High
Barbados,Battery Materials,17,4597.62016316,0.5068402586908235,0.002992148859305295,0.0019028430714125811,0.24785808392666236,Medium
Barbados,Interior Components,26,3485.270082371,0.6266117165478462,0.002268227154756878,0.002910230579807477,0.18795665598846545,High
Barbados,Mechanical Assemblies,2,139.97999954,0.476851178067,9.109952129261853e-05,0.00022386389075442132,0.2616465136010387,Medium
Barbados,Metal Components,22,7069.55012526,0.740789430118,0.004600890372065773,0.0024625027982986343,0.13147805261227943,High
Barbados,Plastic Components,10,1799.2799757799999,0.38393992228269996,0.0011709783183569244,0.0011193194537721066,0.30860519624491145,Low
Barbados,Semiconductors,40,6199.73011222,0.47898151388184995,0.004034808167043049,0.0044772778150884264,0.2626151410722056,Medium
BarÃ©in,Interior Components,2,269.9100036,1.3109695e-05,0.00017565846692993168,0.00022386389075442132,0.5000909154707298,Low
BarÃ©in,Semiconductors,2,259.980011,1.5380869e-05,0.00016919598960980038,0.00022386389075442132,0.5000878411405338,Low
Belice,Battery Materials,1,209.9900055,0.95303464,0.0001366623020442134,0.00011193194537721066,0.023546065079688684,High
Belice,Interior Components,3,479.92000958000006,0.31827613026333335,0.0003123337853633408,0.000335795836131632,0.34102279417116865,Low
Belice,Mechanical Assemblies,1,124.9899979,1.51036475e-05,8.134397065633393e-05,0.00011193194537721066,0.5000392377565224,Low
Belice,Metal Components,2,799.960022,0.9558608,0.000520617054557197,0.00022386389075442132,0.022270557894518067,High
Belice,Plastic Components,1,49.97999954,1.5440875e-05,3.2527175648391166e-05,0.00011193194537721066,0.50002442410427,Low
Belice,Semiconductors,5,829.9700164999999,0.7630844767628,0.0005401476742309232,0.0005596597268860533,0.1187317378662465,High
BenÃ­n,Battery Materials,10,2465.79007726,0.4848367457639,0.0016047456521264315,0.0011193194537721066,0.2582869147044423,Medium
BenÃ­n,Interior Components,17,1999.62005616,0.6273708127254117,0.0013013604120725875,0.0019028430714125811,0.18708557037519843,High
BenÃ­n,Mechanical Assemblies,1,79.95999908,0.9681676,5.203827448695403e-05,0.00011193194537721066,0.015954197871421518,High
BenÃ­n,Metal Components,14,5239.6301422999995,0.4850582993187857,0.00340997141936342,0.0015670472352809493,0.25880725121347237,Medium
BenÃ­n,Plastic Components,10,1324.46999539,0.09683705941000001,0.000861970159615459,0.0011193194537721066,0.45206392523363903,Low
BenÃ­n,Semiconductors,33,5320.73010644,0.41181537466954543,0.003462751587489448,0.0036937541974479517,0.2958698889809637,Medium
Bielorrusia,Battery Materials,23,6684.4802248,0.4663947184656087,0.004350285401988758,0.002574434743675845,0.2686226133365274,Medium
Bielorrusia,Interior Components,38,5624.91013698,0.3600102011217895,0.0036607131195656763,0.004253413924334005,0.32194379615984176,Low
Bielorrusia,Mechanical Assemblies,1,149.9499969,0.97593236,9.75880338641958e-05,0.00011193194537721066,0.012085482799234675,High
Bielorrusia,Metal Components,33,12329.25022942,0.6198852410115757,0.008023923399686198,0.0036937541974479517,0.1932033073536076,High
Bielorrusia,Plastic Components,28,3948.41995047,0.5604132021855714,0.0025696468676387994,0.0031340944705618985,0.22119111186161827,Medium
Bielorrusia,Semiconductors,87,12527.13030469,0.5079038000661724,0.008152704512628645,0.009738079247817328,0.25044152717026585,Medium
Bolivia,Battery Materials,23,5130.49015444,0.7044165764846086,0.003338942696112946,0.002574434743675845,0.14930828151526473,High
Bolivia,Interior Components,43,6964.72018997,0.7550677157754884,0.004532666647580575,0.004813073651220058,0.124788556836774,High
Bolivia,Metal Components,32,11529.220215,0.4776298370970937,0.00750326079379326,0.003581822252070741,0.2641524241400053,Medium
Bolivia,Plastic Components,21,3418.68997182,0.5012046132022381,0.002224896563109944,0.0023505708529214238,0.25053527653839824,Medium
Bolivia,Semiconductors,94,15226.26027903,0.5386967773198138,0.009909308665914612,0.010521602865457802,0.23572872451295904,Medium
Bosnia y Herzegovina,Battery Materials,6,1799.880066,0.9575054366666667,0.0011713688593767417,0.000671591672263264,0.02173301065893235,High
Bosnia y Herzegovina,Interior Components,8,739.86002362,0.599569827732625,0.00048150374479796515,0.0008954555630176853,0.2005386283697304,Medium
Bosnia y Herzegovina,Metal Components,11,3899.73003406,0.6982644008828182,0.0025379592830459654,0.0012312513991493172,0.15187543762333458,High
Bosnia y Herzegovina,Plastic Components,7,699.71999344,0.6829443862508571,0.0004553804589993799,0.0007835236176404746,0.15882112573579937,High
Bosnia y Herzegovina,Semiconductors,13,1729.9000359,0.6611507408012307,0.001125825587029957,0.0014551152899037385,0.17005340033347438,High
Botsuana,Battery Materials,1,299.980011,0.95431304,0.00019522814322945698,0.00011193194537721066,0.022924434832044305,High
Botsuana,Interior Components,2,299.9400024,0.47589174349700003,0.00019520210547892432,0.00022386389075442132,0.26215746166129456,Medium
Botsuana,Metal Components,4,1219.9100266,0.7152353805325,0.0007939221303652646,0.00044772778150884264,0.14271003192916135,High
Botsuana,Plastic Components,2,399.8399963,0.4766490703015,0.00026021740517411326,0.00022386389075442132,0.2617983028489531,Medium
Botsuana,Semiconductors,4,639.9700164999999,0.7150033501102501,0.0004164949445375543,0.00044772778150884264,0.142712818984538,High
Brasil,Battery Materials,831,221581.68756544,0.5687352866205698,0.1442062132501572,0.09301544660846206,0.27749730998645467,Medium
Brasil,Interior Components,1741,270528.916469181,0.5399295073471921,0.17606125780212428,0.19487351690172375,0.32182832704738595,Medium
Brasil,Mechanical Assemblies,119,17348.11012457,0.5201248368039622,0.01129021669433816,0.013319901499888069,0.24598862690629797,Medium
Brasil,Metal Components,1438,499406.63889446,0.5491059092782639,0.32501575855942394,0.16095813745242893,0.355143400419181,Medium
Brasil,Plastic Components,998,142953.87877057,0.5418625855685051,0.09303493331703115,0.11170808148645624,0.27932080350814803,Medium
Brasil,Semiconductors,2860,442500.71953972,0.5363732759571604,0.2879811676966644,0.3201253637788225,0.38223278508618364,Medium
Bulgaria,Battery Materials,20,4775.55015389,0.48346133500504995,0.003107946380610981,0.0022386389075442132,0.2596494441931672,Medium
Bulgaria,Interior Components,37,6618.8101844,0.6309622321592162,0.004307547087491212,0.004141481978956794,0.1866394444424306,High
Bulgaria,Mechanical Assemblies,2,139.93999863,1.6873019500000003e-05,9.107348854676737e-05,0.00022386389075442132,0.5000636583149649,Low
Bulgaria,Metal Components,34,12394.04020702,0.5440781696706324,0.00806608896593363,0.0038056861428251623,0.2311418790830289,Medium
Bulgaria,Plastic Components,20,3048.77997202,0.29144802000125003,0.0019841577146039254,0.0022386389075442132,0.355318965095265,Low
Bulgaria,Semiconductors,53,7972.5601808599995,0.514695881221151,0.005188572784252619,0.0059323931049921645,0.24539510984569876,Medium
Burkina Faso,Battery Materials,1,103.9800034,0.9547764,6.767058554703041e-05,0.00011193194537721066,0.022654487564739565,High
Burkina Faso,Interior Components,2,259.93999858,1.5801747e-05,0.00016916994937319702,0.00022386389075442132,0.5000876228894628,Low
Burkina Faso,Mechanical Assemblies,1,99.94999695,1.396216e-05,6.504784187216523e-05,0.00011193194537721066,0.5000349196616372,Low
Burkina Faso,Plastic Components,1,199.9199982,1.6241564e-05,0.00013010870261959682,0.00011193194537721066,0.5000532982178614,Low
Burkina Faso,Semiconductors,6,739.9700164999999,1.5183196999999999e-05,0.0004815753285866958,0.000671591672263264,0.5002711993345287,Low
Burundi,Interior Components,1,299.9500122,1.5398098e-05,0.00019520861989520685,0.00011193194537721066,0.5000732499260441,Low
ButÃ¡n,Battery Materials,1,299.980011,0.95929074,0.00019522814322945698,0.00011193194537721066,0.020435584832044263,High
ButÃ¡n,Metal Components,1,39.75,0.9635878,2.5869452659533753e-05,0.00011193194537721066,0.018236247224873305,High
ButÃ¡n,Plastic Components,2,299.87999728,0.95576853,0.00019516305391637913,0.00022386389075442132,0.022219056694325823,High
ButÃ¡n,Semiconductors,1,129.9900055,0.9592042,8.459799480490019e-05,0.00011193194537721066,0.020445665787516935,High
BÃ©lgica,Battery Materials,57,14652.760470739999,0.6267800368055088,0.009536072788158389,0.0063801208865010076,0.19074682761099332,High
BÃ©lgica,Interior Components,138,20814.060518091,0.5346748353772681,0.013545870521394358,0.01544660846205507,0.23981566516019526,Medium
BÃ©lgica,Mechanical Assemblies,14,4152.0900342,0.5798309852696428,0.002702196140323492,0.0015670472352809493,0.21120857565433182,Medium
BÃ©lgica,Metal Components,139,49597.27095492,0.5512715352613345,0.03227809441535526,0.015558540407432282,0.23715936877542576,Medium
BÃ©lgica,Plastic Components,98,29995.07984126,0.6124669593404031,0.019520913156538637,0.010969330646966645,0.20181666040615337,High
BÃ©lgica,Semiconductors,218,32430.06070229,0.5577622493132546,0.021105608052420056,0.024401164092231923,0.2323307905775451,Medium
Camboya,Battery Materials,15,3270.6700974799996,0.5262806394840667,0.0021285646604204153,0.0016789791806581598,0.23783404549222442,Medium
Camboya,Interior Components,22,3643.3700600800003,0.5823700727019546,0.0023711192274315025,0.0024625027982986343,0.21001879997691186,Medium
Camboya,Mechanical Assemblies,9,339.14999962,0.328444977834,0.00022072012225535803,0.0010073875083948958,0.3360452046213556,Low
Camboya,Metal Components,35,9770.670150939999,0.7335220746252571,0.006358789658406587,0.003917618088202373,0.1359301232025339,High
Camboya,Plastic Components,21,3156.53998556,0.610510270106238,0.0020542883452671643,0.0023505708529214238,0.19583126562104541,High
Camboya,Semiconductors,50,7646.09015675,0.59178792214362,0.004976104838756506,0.005596597268860533,0.20671818983358908,Medium
CamerÃºn,Battery Materials,20,5683.5701983,0.37722310518655,0.003698889312756194,0.0022386389075442132,0.3129458419820607,Low
CamerÃºn,Interior Components,65,10058.16022867,0.5129070613072769,0.006545889305096447,0.007275576449518693,0.24696535142779422,Medium
CamerÃºn,Mechanical Assemblies,4,544.9599991,0.47769877610625,0.00035466206032847816,0.00044772778150884264,0.2613465561212753,Medium
CamerÃºn,Metal Components,50,16863.75022924,0.39466579727705997,0.010974993414277375,0.005596597268860533,0.3070789188395253,Low
CamerÃºn,Plastic Components,36,4973.00995055,0.4248931059132222,0.003236453974619963,0.004029550033579583,0.2893302932424908,Medium
CamerÃºn,Semiconductors,100,15782.29035421,0.446319976947405,0.010271175174270486,0.011193194537721066,0.28216000298612287,Medium
Canada,Battery Materials,105,26918.75091459,0.5619740996358905,0.017518826476446966,0.01175285426460712,0.22661916897791026,Medium
Canada,Interior Components,224,34342.44083545,0.46751181952347987,0.022350192387560065,0.025072755764495188,0.27796369910742713,Medium
Canada,Mechanical Assemblies,14,1529.82000344,0.4717585878167857,0.000995612733499342,0.0015670472352809493,0.2647327993587132,Medium
Canada,Metal Components,149,52941.14075588,0.4844681042470034,0.034454297723923284,0.01667785986120439,0.2714378091659162,Medium
Canada,Plastic Components,123,17842.85987581,0.4985536938567602,0.011612201732527324,0.013767629281396911,0.25696033944765745,Medium
Canada,Semiconductors,344,53286.0311886,0.48596143541398695,0.03467875374208621,0.038504589209760465,0.27512382625758447,Medium
Chad,Metal Components,1,399.980011,1.34940365e-05,0.0002603085272785985,0.00011193194537721066,0.5000937319290091,Low
Chad,Plastic Components,1,49.97999954,1.4814119e-05,3.2527175648391166e-05,0.00011193194537721066,0.50002473748227,Low
Chad,Semiconductors,1,150.0,1.44838505e-05,9.762057607371228e-05,0.00011193194537721066,0.5000444306366476,Low
Chile,Battery Materials,86,22632.19080054,0.5561864453552674,0.01472911669172591,0.009626147302440116,0.22825074179037208,Medium
Chile,Interior Components,147,21256.830474001,0.6004439612890035,0.0138340269091548,0.016453995970449966,0.2072190266223347,High
Chile,Mechanical Assemblies,12,2339.86999894,0.48459247728341664,0.0015227963815607959,0.001343183344526528,0.2584292369416652,Medium
Chile,Metal Components,120,42219.95060436,0.5825968003573501,0.027476905998675333,0.013431833445265278,0.21963103830998063,Medium
Chile,Plastic Components,98,13919.48983953,0.6369232904392909,0.009058857445247358,0.010969330646966645,0.1864498781433221,High
Chile,Semiconductors,275,43175.90094681,0.6097404016999273,0.028099042152860878,0.03078128497873293,0.20971576879164122,High
China,Battery Materials,619,150191.32415375998,0.5600295257794701,0.09774509056775806,0.0692858741884934,0.26316593911829106,Medium
China,Interior Components,1161,182370.50338736302,0.5463508147013454,0.11868742399684849,0.12995298858294158,0.28842141756497014,Medium
China,Mechanical Assemblies,271,72722.23206104999,0.5597441872710092,0.047327907914439256,0.03033355719722409,0.240392990178272,Medium
China,Metal Components,1094,331730.83594072,0.5403672430008739,0.21589170203964816,0.12245354824266846,0.31907459875999117,Medium
China,Plastic Components,740,147752.49996132,0.5160331142699865,0.09615789441703473,0.08282963957913589,0.2873967391059443,Medium
China,Semiconductors,1873,288134.71662944,0.542462800112398,0.1875191801613452,0.20964853369151557,0.32695406073050765,Medium
Chipre,Battery Materials,2,599.960022,1.5648517e-05,0.00039045628645891395,0.00022386389075442132,0.5001540854055885,Low
Chipre,Interior Components,4,539.89001466,0.7151699416777499,0.00035136249498369447,0.00044772778150884264,0.1426099834659219,High
Chipre,Mechanical Assemblies,1,79.95999908,0.9534387,5.203827448695403e-05,0.00011193194537721066,0.02331864787142154,High
Chipre,Metal Components,1,399.980011,0.9571047,0.0002603085272785985,0.00011193194537721066,0.021548128947259007,High
Chipre,Semiconductors,4,479.980011,0.717115802188,0.0003123728345179117,0.00044772778150884264,0.14162535631265716,High
Colombia,Battery Materials,191,47836.90158801,0.5653614142345131,0.031132439270686787,0.021379001567047234,0.2309348249773589,Medium
Colombia,Interior Components,390,59697.291375802,0.5251443113036616,0.03885122649430698,0.04365345869711216,0.2578139040358837,Medium
Colombia,Mechanical Assemblies,33,4381.29002364,0.43570593070696967,0.002851360373691635,0.0036937541974479517,0.28374119359811223,Medium
Colombia,Metal Components,300,103466.03178962,0.5225187436356433,0.06733609084909155,0.0335795836131632,0.26565737215953844,Medium
Colombia,Plastic Components,236,33381.69967204,0.5310397857948813,0.021724938348694645,0.026415939109021715,0.2462807764289721,Medium
Colombia,Semiconductors,621,96138.10212031999,0.4954670551683824,0.06256704607746012,0.06950973807924782,0.28493853385489637,Medium
Corea del Sur,Battery Materials,51,13050.10039088,0.5930762641761764,0.008493055453183223,0.005708529214237743,0.20715149039071432,Medium
Corea del Sur,Interior Components,102,16368.08032948,0.5954100395330392,0.010652409539897573,0.011417058428475487,0.2077741147811448,Medium
Corea del Sur,Mechanical Assemblies,30,8322.96023662,0.4901770559240334,0.005416614486249634,0.0033579583613163196,0.25720804805612146,Medium
Corea del Sur,Metal Components,132,38308.81079088,0.5938318510326742,0.024931521187363675,0.014775016789791807,0.21351853419783037,Medium
Corea del Sur,Plastic Components,87,19615.79006538,0.593104537305954,0.012766031508822651,0.009738079247817328,0.20922515664923325,Medium
Corea del Sur,Semiconductors,181,27569.26061321,0.6176409774183288,0.017942180686585776,0.02025968211327513,0.20061410191946635,High
Costa Rica,Battery Materials,5,1309.920044,0.7640829205966,0.0008525009953718836,0.0005596597268860533,0.11832622194568879,High
Costa Rica,Interior Components,6,847.8200111,0.3190203002461667,0.0005517645192693542,0.000671591672263264,0.3407896975671501,Low
Costa Rica,Metal Components,4,999.94001772,0.71649343992425,0.0006507648037932297,0.00044772778150884264,0.14203805503531478,High
Costa Rica,Plastic Components,9,974.60998906,0.6395122655824443,0.0006342799238615442,0.0010073875083948958,0.18063562868761526,High
Costa Rica,Semiconductors,12,1814.8800354,0.7981659387328333,0.0011811308970695155,0.001343183344526528,0.10154000657160954,High
Costa de Marfil,Battery Materials,24,5083.520157,0.6894316846170416,0.0033083744413911218,0.002686366689053056,0.15681394336170715,High
Costa de Marfil,Interior Components,66,8696.130185850001,0.6172390279478636,0.005659474922364505,0.007387508394895903,0.19455583018175673,High
Costa de Marfil,Mechanical Assemblies,5,379.93000030999997,0.981117366,0.00024725990331965253,0.0005596597268860533,0.009627426916373113,High
Costa de Marfil,Metal Components,45,15863.90026884,0.5860313937719334,0.010324287220133866,0.005036937541974479,0.21108897678846839,Medium
Costa de Marfil,Plastic Components,33,4598.15994069,0.5302459709595151,0.0029925001485948304,0.0036937541974479517,0.2365135154043105,Medium
Costa de Marfil,Semiconductors,84,13626.33027686,0.5681222681087261,0.008868068075984937,0.009402283411685695,0.22047974305076956,Medium
Croacia,Battery Materials,9,1967.8400689,0.43516586284188885,0.0012806778743130111,0.0010073875083948958,0.28300274944302845,Medium
Croacia,Interior Components,14,1979.65005504,0.9082065186302143,0.0012883638586490736,0.0015670472352809493,0.04659665928954377,High
Croacia,Metal Components,17,6499.55011,0.34530045287358824,0.0042299321730544,0.0019028430714125811,0.3289993218294047,Low
Croacia,Plastic Components,10,1424.43000394,0.6841421943022,0.0009270245170753537,0.0011193194537721066,0.15843087409477702,High
Croacia,Semiconductors,36,5344.81008922,0.5703851689275278,0.0034784229327616397,0.004029550033579583,0.21665685242278054,Medium
Cuba,Battery Materials,370,97777.18335323999,0.5214517627582067,0.06363376643872186,0.041414819789567944,0.26664721251042683,Medium
Cuba,Interior Components,776,124842.58310169101,0.503117170442587,0.08124803253944916,0.08685918961271547,0.29018766246308436,Medium
Cuba,Mechanical Assemblies,63,8383.98999987,0.5703453765676428,0.005456332890557016,0.007051712558764272,0.21787455409509854,Medium
Cuba,Metal Components,667,232306.89394752,0.5073689642585532,0.1511862187536779,0.0746586075665995,0.3066031050101467,Medium
Cuba,Plastic Components,448,62703.08947204,0.5386918646578438,0.04080741143908046,0.050145511528990376,0.2529253934086003,Medium
Cuba,Semiconductors,1210,183325.68415193,0.49959630994656284,0.11930905930679223,0.1354376539064249,0.31308209360004124,Medium
Dinamarca,Battery Materials,34,8480.93029437,0.4531578290644412,0.005519422006515985,0.0038056861428251623,0.27583804929829925,Medium
Dinamarca,Interior Components,60,9475.65019583,0.5490129012293834,0.006166789538599394,0.006715916722632639,0.22868676959141462,Medium
Dinamarca,Mechanical Assemblies,3,589.9799957,0.32444575186133334,0.00038396124701466864,0.000335795836131632,0.3379594716106641,Low
Dinamarca,Metal Components,51,17393.090328539998,0.39759801427645103,0.011319489983827922,0.005708529214237743,0.30573854569977044,Low
Dinamarca,Plastic Components,38,6961.88996311,0.43259818041015785,0.004530824725070625,0.004253413924334005,0.28591083999730904,Medium
Dinamarca,Semiconductors,99,15704.26035547,0.41129472360606056,0.010220392951416954,0.011081262592343854,0.2996350086008636,Medium
Ecuador,Battery Materials,22,5555.550190219999,0.6927116102866363,0.0036155733998379878,0.0024625027982986343,0.15522136743629295,High
Ecuador,Interior Components,70,10842.8002696,0.7315149040553643,0.0070565360571370325,0.007835236176404746,0.13792655602473988,High
Ecuador,Mechanical Assemblies,4,769.88002394,0.47944965354925,0.0005010408762977747,0.00044772778150884264,0.260515031044566,Medium
Ecuador,Metal Components,60,20918.62036188,0.65168480956875,0.013613918469293421,0.006715916722632639,0.17958495410093955,High
Ecuador,Plastic Components,23,3423.62996471,0.5804066427254131,0.002228111529454756,0.002574434743675845,0.21097999904486506,Medium
Ecuador,Semiconductors,115,17879.21042304,0.6357566644293783,0.011635858808268573,0.012872173718379225,0.1881868601714673,High
Egipto,Battery Materials,113,27988.55092143,0.48843342834671416,0.018215056429456183,0.012648309827624804,0.2637774647210047,Medium
